region_aggregation_id,region_type,region
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
scotland,coarse,
isle of man,coarse,
isle of man,coarse,
isle of man,coarse,
isle of man,coarse,
isle of man,coarse,
isle of man,coarse,
republic of ireland,coarse,17
republic of ireland,coarse,18
republic of ireland,coarse,19
republic of ireland,coarse,20
republic of ireland,coarse,21
republic of ireland,coarse,32
republic of ireland,coarse,33
republic of ireland,coarse,34
republic of ireland,coarse,35
republic of ireland,coarse,36
republic of ireland,coarse,48
republic of ireland,coarse,49
republic of ireland,coarse,50
republic of ireland,coarse,51
republic of ireland,coarse,52
republic of ireland,coarse,63
republic of ireland,coarse,64
republic of ireland,coarse,65
republic of ireland,coarse,66
republic of ireland,coarse,67
republic of ireland,coarse,78
republic of ireland,coarse,79
republic of ireland,coarse,80
republic of ireland,coarse,81
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
republic of ireland,coarse,
