region_aggregation_id,region_type,region
republic of ireland,fine,1161
republic of ireland,fine,1162
republic of ireland,fine,1163
republic of ireland,fine,1164
republic of ireland,fine,1165
republic of ireland,fine,1169
republic of ireland,fine,1215
republic of ireland,fine,1216
republic of ireland,fine,1217
republic of ireland,fine,1218
republic of ireland,fine,1219
republic of ireland,fine,1220
republic of ireland,fine,1221
republic of ireland,fine,1222
republic of ireland,fine,1223
republic of ireland,fine,1224
republic of ireland,fine,1275
republic of ireland,fine,1276
republic of ireland,fine,1277
republic of ireland,fine,1278
republic of ireland,fine,1279
republic of ireland,fine,1280
republic of ireland,fine,1281
republic of ireland,fine,1282
republic of ireland,fine,1283
republic of ireland,fine,1284
republic of ireland,fine,1336
republic of ireland,fine,1337
republic of ireland,fine,1338
republic of ireland,fine,1339
republic of ireland,fine,1340
republic of ireland,fine,1341
republic of ireland,fine,1342
republic of ireland,fine,1343
republic of ireland,fine,1344
republic of ireland,fine,1398
